cluster_id,title,source,published,url,path,filename
1,Trump Ends Trade Talks with Canada over 'Fraudulent' anti-Tariff TV Ads,Breitbart,2025-10-24T10:28:00+00:00,https://www.breitbart.com/politics/2025/10/24/trump-ends-trade-talks-with-canada-over-fraudulent-anti-tariff-tv-ads/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-33_Trump_Ends_Trade_Talks_with_Canada_over_'Fraudulent'_anti-Tariff_TV_Ads.md,Breitbart_2025-10-24_13-15-33_Trump_Ends_Trade_Talks_with_Canada_over_'Fraudulent'_anti-Tariff_TV_Ads.md
1,US and Canada spar over ad of Reagan denouncing tariffs that led to derailed trade talks,The Guardian,2025-10-24T16:33:53+00:00,https://www.theguardian.com/us-news/2025/oct/24/trump-canada-trade-negotations-ontario-tariffs,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/The Guardian/The Guardian_2025-10-24_13-14-53_US_and_Canada_spar_over_ad_of_Reagan_denouncing_tariffs_that_led_to_derailed_tra.md,The Guardian_2025-10-24_13-14-53_US_and_Canada_spar_over_ad_of_Reagan_denouncing_tariffs_that_led_to_derailed_tra.md
1,Trump says all Canada trade talks ‘terminated’ over ad criticising tariffs,The Guardian,2025-10-24T03:34:11+00:00,https://www.theguardian.com/world/2025/oct/24/trump-says-all-canada-trade-talks-terminated-over-ad-criticising-tariffs,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/The Guardian/The Guardian_2025-10-24_13-14-53_Trump_says_all_Canada_trade_talks_‘terminated’_over_ad_criticising_tariffs.md,The Guardian_2025-10-24_13-14-53_Trump_says_all_Canada_trade_talks_‘terminated’_over_ad_criticising_tariffs.md
1,Trump ends trade negotiations with Canada in a social media post after TV ads with Ronald Reagan,PBS,2025-10-24T10:41:38-04:00,https://www.pbs.org/newshour/world/trump-ends-trade-negotiations-with-canada-in-a-social-media-post-after-tv-ads-with-ronald-reagan,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/PBS/PBS_2025-10-24_13-14-49_Trump_ends_trade_negotiations_with_Canada_in_a_social_media_post_after_TV_ads_wi.md,PBS_2025-10-24_13-14-49_Trump_ends_trade_negotiations_with_Canada_in_a_social_media_post_after_TV_ads_wi.md
2,New York Attorney General Letitia James enters plea in federal mortgage fraud case,Fox_News,2025-10-24T11:09:16-04:00,https://www.foxnews.com/politics/new-york-attorney-general-letitia-james-enters-plea-federal-mortgage-fraud-case,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Fox_News/Fox_News_2025-10-24_13-15-39_New_York_Attorney_General_Letitia_James_enters_plea_in_federal_mortgage_fraud_ca.md,Fox_News_2025-10-24_13-15-39_New_York_Attorney_General_Letitia_James_enters_plea_in_federal_mortgage_fraud_ca.md
2,Letitia James pleads not guilty in Virginia mortgage fraud case,The Guardian,2025-10-24T15:21:54+00:00,https://www.theguardian.com/us-news/2025/oct/24/letitia-james-mortgage-case-hearing,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/The Guardian/The Guardian_2025-10-24_13-14-54_Letitia_James_pleads_not_guilty_in_Virginia_mortgage_fraud_case.md,The Guardian_2025-10-24_13-14-54_Letitia_James_pleads_not_guilty_in_Virginia_mortgage_fraud_case.md
2,New York Attorney General Letitia James will make her first court appearance in mortgage fraud case,PBS,2025-10-24T10:29:49-04:00,https://www.pbs.org/newshour/politics/new-york-attorney-general-letitia-james-will-make-her-first-court-appearance-in-mortgage-fraud-case,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/PBS/PBS_2025-10-24_13-14-49_New_York_Attorney_General_Letitia_James_will_make_her_first_court_appearance_in_.md,PBS_2025-10-24_13-14-49_New_York_Attorney_General_Letitia_James_will_make_her_first_court_appearance_in_.md
3,"Who are Chauncey Billups, Terry Rozier and Damon Jones? NBA subjects arrested in illegal gambling probe",Fox_News,2025-10-24T10:49:32-04:00,https://www.foxnews.com/sports/who-are-chauncey-billups-terry-rozier-damon-jones-nba-subjects-arrested-illegal-gambling,"/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Fox_News/Fox_News_2025-10-24_13-15-39_Who_are_Chauncey_Billups,_Terry_Rozier_and_Damon_Jones__NBA_subjects_arrested_in.md","Fox_News_2025-10-24_13-15-39_Who_are_Chauncey_Billups,_Terry_Rozier_and_Damon_Jones__NBA_subjects_arrested_in.md"
3,Alleged mob ties in NBA scandal recall La Cosa Nostra’s long shadow over sports,Fox_News,2025-10-24T11:29:20-04:00,https://www.foxnews.com/sports/alleged-mob-ties-nba-scandal-recall-la-cosa-nostras-long-shadow-over-sports,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Fox_News/Fox_News_2025-10-24_13-15-38_Alleged_mob_ties_in_NBA_scandal_recall_La_Cosa_Nostra’s_long_shadow_over_sports.md,Fox_News_2025-10-24_13-15-38_Alleged_mob_ties_in_NBA_scandal_recall_La_Cosa_Nostra’s_long_shadow_over_sports.md
3,WATCH: Kash Patel Reveals Details of Massive 'Sports Rigging' Op Rocking the NBA,Breitbart,2025-10-23T16:39:21+00:00,https://www.breitbart.com/sports/2025/10/23/watch-kash-patel-reveals-details-of-massive-sports-rigging-op-rocking-the-nba/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-35_WATCH__Kash_Patel_Reveals_Details_of_Massive_'Sports_Rigging'_Op_Rocking_the_NBA.md,Breitbart_2025-10-24_13-15-35_WATCH__Kash_Patel_Reveals_Details_of_Massive_'Sports_Rigging'_Op_Rocking_the_NBA.md
4,"Inflation Cools More Than Expected, No Signs of Tariff Pressure",Breitbart,2025-10-24T12:42:39+00:00,https://www.breitbart.com/economy/2025/10/24/inflation-cools-more-than-expected/,"/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-33_Inflation_Cools_More_Than_Expected,_No_Signs_of_Tariff_Pressure.md","Breitbart_2025-10-24_13-15-33_Inflation_Cools_More_Than_Expected,_No_Signs_of_Tariff_Pressure.md"
4,"Inflation ticked up 3% in September, the U.S. belatedly reports",NPR,2025-10-24T08:52:30-04:00,https://www.npr.org/2025/10/24/nx-s1-5584959/inflation-september-shutdown-social-security,"/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/NPR/NPR_2025-10-24_13-14-51_Inflation_ticked_up_3%_in_September,_the_U.S._belatedly_reports.md","NPR_2025-10-24_13-14-51_Inflation_ticked_up_3%_in_September,_the_U.S._belatedly_reports.md"
4,U.S. inflation stays elevated but prices rose less than feared last month,PBS,2025-10-24T09:40:18-04:00,https://www.pbs.org/newshour/politics/u-s-inflation-stays-elevated-but-prices-rose-less-than-feared-last-month,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/PBS/PBS_2025-10-24_13-14-49_U.S._inflation_stays_elevated_but_prices_rose_less_than_feared_last_month.md,PBS_2025-10-24_13-14-49_U.S._inflation_stays_elevated_but_prices_rose_less_than_feared_last_month.md
5,"Rubio slams UNRWA as a 'subsidiary of Hamas,' vows it will not 'play any role' in delivering aid to Gaza",Fox_News,2025-10-24T12:34:35-04:00,https://www.foxnews.com/world/rubio-slams-unrwa-subsidiary-hamas-vows-not-play-any-role-delivering-aid-gaza,"/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Fox_News/Fox_News_2025-10-24_13-15-37_Rubio_slams_UNRWA_as_a_'subsidiary_of_Hamas,'_vows_it_will_not_'play_any_role'_i.md","Fox_News_2025-10-24_13-15-37_Rubio_slams_UNRWA_as_a_'subsidiary_of_Hamas,'_vows_it_will_not_'play_any_role'_i.md"
5,US secretary of state Marco Rubio says ‘Hamas cannot be involved in governing Gaza’ – as it happened,The Guardian,2025-10-24T13:31:46+00:00,https://www.theguardian.com/world/live/2025/oct/24/aid-gaza-israel-palestine-benjamin-netanyahu-hamas-ceasefire-west-bank-middle-east-live-news,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/The Guardian/The Guardian_2025-10-24_13-14-54_US_secretary_of_state_Marco_Rubio_says_‘Hamas_cannot_be_involved_in_governing_Ga.md,The Guardian_2025-10-24_13-14-54_US_secretary_of_state_Marco_Rubio_says_‘Hamas_cannot_be_involved_in_governing_Ga.md
6,Chelsea Clinton rips Trump's 'disregard for history' with White House ballroom construction,Fox_News,2025-10-24T12:01:15-04:00,https://www.foxnews.com/media/chelsea-clinton-rips-trumps-disregard-history-white-house-ballroom-construction,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Fox_News/Fox_News_2025-10-24_13-15-37_Chelsea_Clinton_rips_Trump's_'disregard_for_history'_with_White_House_ballroom_c.md,Fox_News_2025-10-24_13-15-37_Chelsea_Clinton_rips_Trump's_'disregard_for_history'_with_White_House_ballroom_c.md
6,Chelsea Clinton Laments Trump Demeans the White House with His Renovations,Breitbart,2025-10-24T14:44:09+00:00,https://www.breitbart.com/politics/2025/10/24/chelsea-clinton-laments-trump-demeans-the-white-house-with-his-renovations/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-33_Chelsea_Clinton_Laments_Trump_Demeans_the_White_House_with_His_Renovations.md,Breitbart_2025-10-24_13-15-33_Chelsea_Clinton_Laments_Trump_Demeans_the_White_House_with_His_Renovations.md
7,Asylum seeker guilty of hotel worker's savage murder,BBC,2025-10-24T17:08:53+00:00,https://www.bbc.com/news/articles/cvgkpyr1ep4o?at_medium=RSS&at_campaign=rss,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/BBC/BBC_2025-10-24_13-14-46_Asylum_seeker_guilty_of_hotel_worker's_savage_murder.md,BBC_2025-10-24_13-14-46_Asylum_seeker_guilty_of_hotel_worker's_savage_murder.md
7,‘Vicious and frenzied’: the fatal attack on Walsall hotel worker Rhiannon Whyte,The Guardian,2025-10-24T15:56:36+00:00,https://www.theguardian.com/uk-news/2025/oct/24/deng-chol-majek-guilty-rhiannon-whyte-murder,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/The Guardian/The Guardian_2025-10-24_13-14-54_‘Vicious_and_frenzied’__the_fatal_attack_on_Walsall_hotel_worker_Rhiannon_Whyte.md,The Guardian_2025-10-24_13-14-54_‘Vicious_and_frenzied’__the_fatal_attack_on_Walsall_hotel_worker_Rhiannon_Whyte.md
8,Manhunt after jailed Epping hotel asylum seeker mistakenly released,BBC,2025-10-24T17:01:34+00:00,https://www.bbc.com/news/articles/cx2d5rl36vgo?at_medium=RSS&at_campaign=rss,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/BBC/BBC_2025-10-24_13-14-46_Manhunt_after_jailed_Epping_hotel_asylum_seeker_mistakenly_released.md,BBC_2025-10-24_13-14-46_Manhunt_after_jailed_Epping_hotel_asylum_seeker_mistakenly_released.md
8,Sex offender who sparked UK asylum hotel protests released by mistake,The Guardian,2025-10-24T16:46:44+00:00,https://www.theguardian.com/uk-news/2025/oct/24/sex-offender-who-sparked-uk-asylum-hotel-protests-released-by-mistake,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/The Guardian/The Guardian_2025-10-24_13-14-54_Sex_offender_who_sparked_UK_asylum_hotel_protests_released_by_mistake.md,The Guardian_2025-10-24_13-14-54_Sex_offender_who_sparked_UK_asylum_hotel_protests_released_by_mistake.md
9,"Feds: Games Involving the Lakers, Raptors, Hornets, Trail Blazers, Included in NBA Gambling Scheme",Breitbart,2025-10-23T18:21:41+00:00,https://www.breitbart.com/sports/2025/10/23/feds-lakers-raptors-hornets-trail-blazers-included-in-nba-gambling-scheme/,"/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-35_Feds__Games_Involving_the_Lakers,_Raptors,_Hornets,_Trail_Blazers,_Included_in_N.md","Breitbart_2025-10-24_13-15-35_Feds__Games_Involving_the_Lakers,_Raptors,_Hornets,_Trail_Blazers,_Included_in_N.md"
9,REPORT: LeBron James Pulled into NBA Gambling Scandal After Friend Sold Injury Details to Gamblers,Breitbart,2025-10-23T17:20:13+00:00,https://www.breitbart.com/sports/2025/10/23/report-lebron-james-pulled-into-nba-gambling-scandal-after-friend-sold-injury-details-to-gamblers/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-35_REPORT__LeBron_James_Pulled_into_NBA_Gambling_Scandal_After_Friend_Sold_Injury_D.md,Breitbart_2025-10-24_13-15-35_REPORT__LeBron_James_Pulled_into_NBA_Gambling_Scandal_After_Friend_Sold_Injury_D.md
10,"AG Pam Bondi Warns Pelosi, Democrats for Threatening ICE Officers",Breitbart,2025-10-24T08:47:50+00:00,https://www.breitbart.com/politics/2025/10/24/ag-pam-bondi-warns-pelosi-democrats-as-they-threaten-ice-officers/,"/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-33_AG_Pam_Bondi_Warns_Pelosi,_Democrats_for_Threatening_ICE_Officers.md","Breitbart_2025-10-24_13-15-33_AG_Pam_Bondi_Warns_Pelosi,_Democrats_for_Threatening_ICE_Officers.md"
10,Nancy Pelosi: Local Police May Arrest Federal Agents for 'Excessive Use of Force',Breitbart,2025-10-23T18:29:34+00:00,https://www.breitbart.com/politics/2025/10/23/nancy-pelosi-local-police-may-arrest-federal-agents-for-excessive-use-of-force/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-34_Nancy_Pelosi__Local_Police_May_Arrest_Federal_Agents_for_'Excessive_Use_of_Force.md,Breitbart_2025-10-24_13-15-34_Nancy_Pelosi__Local_Police_May_Arrest_Federal_Agents_for_'Excessive_Use_of_Force.md
11,ESPN's Stephen A. Smith Falsely Claims NBA Gambling Investigation is Trump’s ‘Revenge’,Breitbart,2025-10-24T01:54:13+00:00,https://www.breitbart.com/sports/2025/10/23/espns-stephen-a-smith-falsely-claims-nba-gambling-investigation-is-trumps-revenge/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-33_ESPN's_Stephen_A._Smith_Falsely_Claims_NBA_Gambling_Investigation_is_Trump’s_‘Re.md,Breitbart_2025-10-24_13-15-33_ESPN's_Stephen_A._Smith_Falsely_Claims_NBA_Gambling_Investigation_is_Trump’s_‘Re.md
11,Kash Patel Blasts Stephen A. Smith Over Claim that Trump Is Behind NBA Gambling Probe: 'Single Dumbest Thing I've Heard',Breitbart,2025-10-24T13:50:49+00:00,https://www.breitbart.com/sports/2025/10/24/kash-patel-blasts-stephen-a-smith-over-claim-that-trump-is-behind-nba-gambling-probe-single-dumbest-thing-ive-heard/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-34_Kash_Patel_Blasts_Stephen_A._Smith_Over_Claim_that_Trump_Is_Behind_NBA_Gambling_.md,Breitbart_2025-10-24_13-15-34_Kash_Patel_Blasts_Stephen_A._Smith_Over_Claim_that_Trump_Is_Behind_NBA_Gambling_.md
12,‘I Am Coming for Your Seats’ — Exclusive: Scott Presler Says We Must Win in November or Left Will Have ‘Gotten Away with Murder’ of Charlie Kirk,Breitbart,2025-10-24T01:40:46+00:00,https://www.breitbart.com/clips/2025/10/23/i-am-coming-for-your-seats-exclusive-scott-presler-says-we-must-win-in-november-or-left-will-have-gotten-away-with-murder-of-charlie-kirk/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-34_‘I_Am_Coming_for_Your_Seats’_—_Exclusive__Scott_Presler_Says_We_Must_Win_in_Nove.md,Breitbart_2025-10-24_13-15-34_‘I_Am_Coming_for_Your_Seats’_—_Exclusive__Scott_Presler_Says_We_Must_Win_in_Nove.md
12,For Charlie — Exclusive: Scott Presler Calls on All MAGA Voters to Text 32 People to Make Sure They Vote in November,Breitbart,2025-10-24T01:40:50+00:00,https://www.breitbart.com/clips/2025/10/23/for-charlie-exclusive-scott-pressler-calls-on-all-maga-voters-to-text-32-people-to-make-sure-they-vote-in-november/,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/Breitbart/Breitbart_2025-10-24_13-15-34_For_Charlie_—_Exclusive__Scott_Presler_Calls_on_All_MAGA_Voters_to_Text_32_Peopl.md,Breitbart_2025-10-24_13-15-34_For_Charlie_—_Exclusive__Scott_Presler_Calls_on_All_MAGA_Voters_to_Text_32_Peopl.md
13,East Wing of White House reduced to rubble as part of Trump’s ballroom construction,The Guardian,2025-10-24T15:42:52+00:00,https://www.theguardian.com/us-news/2025/oct/24/white-house-demolition-east-wing-trump-ballroom,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/The Guardian/The Guardian_2025-10-24_13-14-54_East_Wing_of_White_House_reduced_to_rubble_as_part_of_Trump’s_ballroom_construct.md,The Guardian_2025-10-24_13-14-54_East_Wing_of_White_House_reduced_to_rubble_as_part_of_Trump’s_ballroom_construct.md
13,East Wing of White House torn down as Trump clears space for his ballroom,PBS,2025-10-23T18:40:07-04:00,https://www.pbs.org/newshour/show/east-wing-of-white-house-torn-down-as-trump-clears-space-for-his-ballroom,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/PBS/PBS_2025-10-24_13-14-49_East_Wing_of_White_House_torn_down_as_Trump_clears_space_for_his_ballroom.md,PBS_2025-10-24_13-14-49_East_Wing_of_White_House_torn_down_as_Trump_clears_space_for_his_ballroom.md
14,Pentagon chief announces another US strike on alleged drug boat in Caribbean,The Guardian,2025-10-24T14:25:47+00:00,https://www.theguardian.com/us-news/2025/oct/24/us-military-strike-alleged-drug-boat-caribbean,/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/The Guardian/The Guardian_2025-10-24_13-14-54_Pentagon_chief_announces_another_US_strike_on_alleged_drug_boat_in_Caribbean.md,The Guardian_2025-10-24_13-14-54_Pentagon_chief_announces_another_US_strike_on_alleged_drug_boat_in_Caribbean.md
14,"Another U.S. strike in Caribbean targets alleged drug-running boat, killing 6, Hegseth says",PBS,2025-10-24T10:48:43-04:00,https://www.pbs.org/newshour/politics/another-u-s-strike-in-caribbean-targets-alleged-drug-running-boat-killing-6-hegseth-says,"/Users/maahirpaliwal/Desktop/github_repos/livenews-clean/apps/fastapi/data/scraped_articles/PBS/PBS_2025-10-24_13-14-49_Another_U.S._strike_in_Caribbean_targets_alleged_drug-running_boat,_killing_6,_H.md","PBS_2025-10-24_13-14-49_Another_U.S._strike_in_Caribbean_targets_alleged_drug-running_boat,_killing_6,_H.md"
